-1,1.2246e-16,3.1416,0,37,3,Hb
-1,1.2246e-16,3.1416,0,38,3,Hb
-1,1.2246e-16,3.1416,0,39,3,Hb
-1,1.2246e-16,3.1416,0,40,3,Hb
-1,1.2246e-16,3.1416,0,41,3,Hb
-1,1.2246e-16,3.1416,0,42,3,Hb
-1,1.2246e-16,3.1416,0,37,4,Hb
-1,1.2246e-16,3.1416,0,38,4,Hb
-1,1.2246e-16,3.1416,0,37,5,Hb
-1,1.2246e-16,3.1416,0,38,5,Hb
-1,1.2246e-16,3.1416,0,39,5,Hb
-1,1.2246e-16,3.1416,0,37,7,Hb
0.22109,0.97525,1.3479,1,38,7,Hb
-1,1.2246e-16,3.1416,0,37,11,HbO2
-1,1.2246e-16,3.1416,0,38,11,HbO2
-1,1.2246e-16,3.1416,0,39,11,HbO2
-1,1.2246e-16,3.1416,0,40,11,HbO2
-1,1.2246e-16,3.1416,0,41,11,HbO2
-1,1.2246e-16,3.1416,0,42,11,HbO2
-1,1.2246e-16,3.1416,0,37,12,HbO2
-1,1.2246e-16,3.1416,0,38,12,HbO2
-1,1.2246e-16,3.1416,0,37,13,HbO2
-1,1.2246e-16,3.1416,0,38,13,HbO2
-1,1.2246e-16,3.1416,0,39,13,HbO2
-1,1.2246e-16,3.1416,0,40,13,HbO2
-1,1.2246e-16,3.1416,0,41,13,HbO2
-1,1.2246e-16,3.1416,0,42,13,HbO2
-1,1.2246e-16,3.1416,0,43,13,HbO2
-1,1.2246e-16,3.1416,0,37,14,HbO2
-1,1.2246e-16,3.1416,0,38,14,HbO2
-1,1.2246e-16,3.1416,0,39,14,HbO2
-1,1.2246e-16,3.1416,0,40,14,HbO2
-1,1.2246e-16,3.1416,0,41,14,HbO2
-1,1.2246e-16,3.1416,0,42,14,HbO2
-1,1.2246e-16,3.1416,0,43,14,HbO2
-1,1.2246e-16,3.1416,0,37,15,HbO2
-1,1.2246e-16,3.1416,0,38,15,HbO2
-1,1.2246e-16,3.1416,0,39,15,HbO2
-1,1.2246e-16,3.1416,0,40,15,HbO2
-1,1.2246e-16,3.1416,0,41,15,HbO2
-1,1.2246e-16,3.1416,0,42,15,HbO2
-1,1.2246e-16,3.1416,0,43,15,HbO2
-1,1.2246e-16,3.1416,0,37,16,HbO2
-1,1.2246e-16,3.1416,0,38,16,HbO2
-1,1.2246e-16,3.1416,0,39,16,HbO2
-1,1.2246e-16,3.1416,0,40,16,HbO2
-1,1.2246e-16,3.1416,0,41,16,HbO2
-1,1.2246e-16,3.1416,0,42,16,HbO2
-1,1.2246e-16,3.1416,0,43,16,HbO2
